Nord-ovest;ITC1;ITC11;01;001; 004 ;001004;1004;1004;1004;A157;Albiano d'Ivrea;;0;3; 230 ;0;NM;3;IVREA; 11,73 ;1.696;1.791
Nord-ovest;ITC1;ITC16;01;004; 126 ;004126;4126;4126;4126;F326;Monastero di Vasco;;0;3; 508 ;0;T;21;MONDOVI'; 17,44 ;1.200;1.319
Nord-ovest;ITC1;ITC16;01;004; 127 ;004127;4127;4127;4127;F329;Monasterolo Casotto;;0;1; 726 ;0;T;21;MONDOVI'; 7,68 ;126;101
Nord-ovest;ITC1;ITC16;01;004; 128 ;004128;4128;4128;4128;F330;Monasterolo di Savigliano;;0;5; 291 ;0;NM;20;FOSSANO; 14,91 ;1.173;1.357
Nord-ovest;ITC1;ITC16;01;004; 127 ;004127;4127;4127;4127;F329;Monasterolo Casotto;;0;1; 726 ;0;T;21;MONDOVI'; 7,68 ;126;101
